1,6,1
1,8,2
1,7,3
1,1,4
2,8,1
2,11,2
2,6,3
2,10,4
3,5,1
3,11,2
3,8,3
3,3,4
4,8,1
4,11,2
4,10,3
4,7,4
5,5,1
5,4,2
5,11,3
5,10,4
6,6,1
6,7,2
6,1,3
6,3,4
7,5,1
7,2,2
7,6,3
7,1,4
8,7,1
8,5,2
8,11,3
8,4,4
9,4,1
9,5,2
9,10,3
9,2,4
10,11,1
10,10,2
10,1,3
10,9,4
11,9,1
11,10,2
11,7,3
11,2,4
12,5,1
12,1,2
12,3,3
12,9,4
13,1,1
13,5,2
13,11,3
13,2,4
14,9,1
14,6,2
14,7,3
14,2,4
15,10,1
15,4,2
15,6,3
15,9,4
16,11,1
16,10,2
16,1,3
16,2,4
17,10,1
17,8,2
17,1,3
17,4,4
18,2,1
18,9,2
18,5,3
18,7,4
19,1,1
19,11,2
19,9,3
19,10,4
20,2,1
20,1,2
20,4,3
20,7,4
21,6,1
21,11,2
21,3,3
21,1,4
22,5,1
22,11,2
22,10,3
22,7,4
23,5,1
23,6,2
23,1,3
23,10,4
24,2,1
24,10,2
24,1,3
24,11,4
25,4,1
25,2,2
25,10,3
25,11,4
26,3,1
26,7,2
26,11,3
26,10,4
27,3,1
27,6,2
27,10,3
27,2,4
28,3,1
28,8,2
28,1,3
28,9,4
29,2,1
29,7,2
29,1,3
29,4,4
30,5,1
30,6,2
30,4,3
30,1,4
31,1,1
31,8,2
31,9,3
31,7,4
32,6,1
32,9,2
32,11,3
32,5,4
33,10,1
33,8,2
33,3,3
33,4,4
34,2,1
34,1,2
34,10,3
34,11,4
35,7,1
35,2,2
35,8,3
35,11,4
36,9,1
36,3,2
36,10,3
36,7,4
37,9,1
37,11,2
37,5,3
37,6,4
38,8,1
38,5,2
38,2,3
38,7,4
39,10,1
39,7,2
39,6,3
39,2,4
40,2,1
40,1,2
40,4,3
40,11,4
41,5,1
41,9,2
41,10,3
41,8,4
42,5,1
42,2,2
42,10,3
42,11,4
43,8,1
43,5,2
43,9,3
43,6,4
44,6,1
44,8,2
44,4,3
44,11,4
45,11,1
45,7,2
45,4,3
45,2,4
46,11,1
46,6,2
46,2,3
46,4,4
47,1,1
47,5,2
47,2,3
47,7,4
48,5,1
48,7,2
48,1,3
48,2,4
49,3,1
49,5,2
49,9,3
49,4,4
50,7,1
50,5,2
50,10,3
50,2,4
51,6,1
51,11,2
51,4,3
51,8,4
52,5,1
52,3,2
52,1,3
52,4,4
53,1,1
53,7,2
53,6,3
53,2,4
54,8,1
54,10,2
54,11,3
54,4,4
55,7,1
55,4,2
55,1,3
55,2,4
56,8,1
56,9,2
56,1,3
56,2,4
57,6,1
57,9,2
57,4,3
57,8,4
58,6,1
58,4,2
58,8,3
58,5,4
59,9,1
59,11,2
59,10,3
59,4,4
60,2,1
60,6,2
60,1,3
60,5,4
61,1,1
61,10,2
61,5,3
61,9,4
62,2,1
62,11,2
62,3,3
62,8,4
63,3,1
63,11,2
63,7,3
63,1,4
64,1,1
64,2,2
64,6,3
64,9,4
65,4,1
65,6,2
65,3,3
65,1,4
66,2,1
66,11,2
66,8,3
66,9,4
67,8,1
67,6,2
67,7,3
67,1,4
68,5,1
68,2,2
68,6,3
68,9,4
69,11,1
69,2,2
69,5,3
69,4,4
70,7,1
70,2,2
70,3,3
70,5,4
71,2,1
71,4,2
71,5,3
71,11,4
72,7,1
72,3,2
72,1,3
72,10,4
73,1,1
73,10,2
73,9,3
73,5,4
74,9,1
74,10,2
74,1,3
74,8,4
75,5,1
75,9,2
75,1,3
75,10,4
76,1,1
76,8,2
76,4,3
76,10,4
77,10,1
77,3,2
77,2,3
77,5,4
78,2,1
78,1,2
78,9,3
78,7,4
79,4,1
79,11,2
79,9,3
79,5,4
80,2,1
80,7,2
80,4,3
80,1,4
81,8,1
81,10,2
81,7,3
81,3,4
82,1,1
82,2,2
82,9,3
82,7,4
83,5,1
83,7,2
83,3,3
83,2,4
84,1,1
84,5,2
84,6,3
84,11,4
85,1,1
85,11,2
85,3,3
85,9,4
86,8,1
86,10,2
86,5,3
86,2,4
87,7,1
87,1,2
87,10,3
87,8,4
88,2,1
88,10,2
88,11,3
88,4,4
89,6,1
89,3,2
89,7,3
89,2,4
90,5,1
90,10,2
90,6,3
90,9,4
91,4,1
91,8,2
91,2,3
91,10,4
92,3,1
92,4,2
92,8,3
92,11,4
93,9,1
93,4,2
